schema_name,table_name,column_name
msbf_m1,source_snapshot,quality_status
msbf_m1,source_snapshot,reconciliation_rate
msbf_m1,source_snapshot,source_code
msbf_m1,source_snapshot,source_contract_id
msbf_m1,source_snapshot,source_hash
msbf_m1,source_snapshot,source_snapshot_id
msbf_m1,verification_result,as_of_timestamp
msbf_m1,verification_result,check_code
msbf_m1,verification_result,check_version
msbf_m1,verification_result,created_by_run_id
msbf_m1,verification_result,evidence_payload
msbf_m1,verification_result,hard_stop_recommended_flag
msbf_m1,verification_result,merchant_application_id
msbf_m1,verification_result,result_status
msbf_m1,verification_result,risk_tier
msbf_m1,verification_result,source_snapshot_id
msbf_ref,acceptance_gate_catalog,active_flag
msbf_ref,acceptance_gate_catalog,description
msbf_ref,acceptance_gate_catalog,gate_id
msbf_ref,acceptance_gate_catalog,gate_name
msbf_ref,acceptance_gate_catalog,module_code
msbf_ref,acceptance_gate_catalog,severity
